miRNA	Sex	Disease_Condition	Age	Residual
hsa-miR-625-5p	0.0004615486816263369	0.2350373286563364	0.0008837929932927268	0.7636173296687445
hsa-miR-627-3p	0.00012745092677758407	0.5015579450644306	0.0005465840012095141	0.49776802000758225
hsa-miR-627-5p	5.4982914065590244e-08	0.7687995804086111	0.0008004562986591234	0.23039990830981574
hsa-miR-628-3p	0.004954353533320879	0.2776321643643098	0.0015787870230941454	0.7158346950792751
hsa-miR-628-5p	0.00038385981339056347	0.4417568198324903	6.210398328025574e-07	0.5578586993142862
hsa-miR-629-3p	0.005623011159897496	0.5429298151177471	0.002656649092725365	0.4487905246296301
hsa-miR-629-5p	5.685150314519136e-06	0.5827651813533552	0.00034045580391197326	0.41688867769241844
hsa-miR-630	0.0002501171004546259	0.0006178139310146192	2.8438323496054703e-05	0.9991036306450347
hsa-miR-631	0.0002994637147758383	0.002571112571139021	9.80445210601227e-07	0.9971284432688745
hsa-miR-632	0.00036515098724018344	0.08745177788741246	1.60328239047573e-05	0.9121670383014426
hsa-miR-634	2.0013681407860255e-05	0.0004950525196876798	0.00018183863567331659	0.9993030951632312
hsa-miR-636	0.004011476404114701	0.4675530943774245	0.004150206882076413	0.5242852223363844
hsa-miR-637	0.00024925581844022524	0.0010646049717178095	4.51205244373855e-05	0.9986410186854046
hsa-miR-638	2.7711146293836613e-05	0.001606964011463099	2.732166693189417e-05	0.9983380031753112
hsa-miR-639	1.38967650582961e-06	0.03180122833423625	0.0004086400816545807	0.9677887419076033
hsa-miR-640	0.00046700073426070543	0.0004771565431483313	0.0001546119668876186	0.9989012307557034
hsa-miR-641	0.00013310275513097748	0.6210968899002318	0.000136099103190773	0.37863390824144655
hsa-miR-642a-3p	0.00017970198935870257	0.3784549358287041	0.0005060138796354625	0.6208593483023017
hsa-miR-642a-5p	0.0001452719375872782	0.11945351709529241	0.0016991817950637394	0.8787020291720566
hsa-miR-642b-3p	1.112036971204593e-05	0.12258933636599624	0.00025924534138785604	0.8771402979229038
hsa-miR-642b-5p	0.0001771262404528593	0.15526508836460787	0.0007208014601631008	0.8438369839347762
hsa-miR-643	0.001037834034366779	0.2643944551254334	0.00038039666624615007	0.7341873141739538
hsa-miR-645	0.0002878207172677748	0.0005461236440398901	3.198600319142187e-05	0.999134069635501
hsa-miR-646	0.00020588308788185004	0.012654320869914679	0.00010715346190251566	0.9870326425803009
hsa-miR-647	0.000287820717267775	0.0005461236440398919	3.198600319142189e-05	0.999134069635501
hsa-miR-648	6.13369050305064e-05	0.0011390329905779392	5.4123563394477355e-05	0.9987455065409971
hsa-miR-649	0.0002730396022097175	0.000963039383899326	0.0001329230668853909	0.9986309979470056
hsa-miR-6499-3p	0.000143967770984053	0.00107777671954245	1.6760593987742834e-07	0.9987780879035336
hsa-miR-6499-5p	0.0002486877816010116	0.0012410768878908598	0.0001764104656641054	0.998333824864844
hsa-miR-650	1.4288025228457631e-05	0.004418845010630758	0.0008160605194339661	0.9947508064447068
hsa-miR-6500-3p	0.000323068012326596	0.05045387210426714	0.00015199980701850098	0.9490710600763878
hsa-miR-6501-3p	0.00013987417488810577	0.04453014025428725	0.00014493183758724202	0.9551850537332375
hsa-miR-6501-5p	0.0015717767304640762	0.39011142530604337	0.0006392123668428787	0.6076775855966496
hsa-miR-6502-3p	5.8520299817661714e-05	0.03132852228361203	0.0001187902880422043	0.9684941671285282
hsa-miR-6502-5p	0.00019065756714059352	0.21251595210853308	1.764001898802532e-05	0.7872757503053384
hsa-miR-6503-3p	0.00015511081301274428	0.46512386508016074	1.5542280445923775e-05	0.5347054818263806
hsa-miR-6503-5p	4.534473883094729e-06	0.15310077245542109	8.249613405792331e-05	0.8468121969366378
hsa-miR-6504-5p	7.745242084500597e-05	0.00031757528470690617	8.99753308418229e-05	0.9995149969636062
hsa-miR-6505-3p	0.0002458390585662942	0.6357514860740958	0.0026047528934642385	0.36139792197387366
hsa-miR-6505-5p	0.0012347753409322603	0.09268076441731712	0.00022496994019898054	0.9058594903015518
hsa-miR-6506-3p	3.17853360646446e-06	0.003930300699012202	6.808109090672407e-05	0.9959984396764746
hsa-miR-6506-5p	4.1400671888845765e-05	0.05558931085256738	0.00021239197851706244	0.9441568964970267
hsa-miR-6507-3p	0.00032939988824266537	0.007537120332279248	3.834401574196171e-06	0.9921296453779039
hsa-miR-6507-5p	0.0015181848996767809	0.002763797510288623	0.0007045603078952576	0.9950134572821393
hsa-miR-6508-3p	0.00023205249716082464	0.011258335441919438	1.0171026449137737e-05	0.9884994410344706
hsa-miR-6508-5p	6.66416071831545e-05	0.10534326309052207	6.038349638247098e-05	0.8945297118059122
hsa-miR-6509-3p	1.0519499015305018e-05	0.6362395491123876	0.0010789855761034195	0.36267094581249365
hsa-miR-6509-5p	0.0006126239890689655	0.022543286513151437	1.2065105734326237e-06	0.9768428829872061
hsa-miR-651-3p	0.00015177583524169605	0.3971520497639693	0.0007592500858501084	0.601936924314939
hsa-miR-651-5p	6.040822140487625e-05	0.7260715311236176	0.00027458783704039454	0.2735934728179373
hsa-miR-6510-3p	0.0003572695128846137	0.005843853015395912	8.714736505965924e-05	0.9937117301066599
hsa-miR-6510-5p	0.00028735608317879806	0.007299023108212362	1.9440222823180514e-05	0.9923941805857858
hsa-miR-6511a-3p	0.001598714515638161	0.21587496648424667	0.0008375996375280385	0.7816887193625871
hsa-miR-6511a-5p	0.0003401505726262629	0.02385717469178658	0.00042401008512501424	0.9753786646504622
hsa-miR-6511b-3p	0.0024056623805392635	0.33915389501266163	0.00019166661107992774	0.6582487759957192
hsa-miR-6511b-5p	0.009387615202338332	0.07910395421929954	0.00011518972563114206	0.911393240852731
hsa-miR-6512-3p	0.00023196227872228	0.00937662335388331	1.7003017174539683e-05	0.99037441135022
hsa-miR-6512-5p	0.00011627858391379965	0.0006599053178978953	0.0003239069143497718	0.9988999091838385
hsa-miR-6513-3p	1.1332912299524866e-05	0.6403459736560515	4.1292764322073125e-05	0.3596014006673269
hsa-miR-6513-5p	9.300023147848423e-05	0.05469201985336779	1.6534257233560866e-05	0.9451984456579201
hsa-miR-6514-3p	0.0012688819298721178	0.4016945243991886	0.0015899856611360818	0.5954466080098032
hsa-miR-6514-5p	0.001538503570551465	0.24496206335120727	1.9078369538324768e-07	0.7534992422945458
hsa-miR-6515-3p	0.0008500754843821843	0.3784115072971714	8.625054636122784e-05	0.6206521666720852
hsa-miR-6515-5p	0.0005745620637533017	0.19510286720493483	0.00012209668429489425	0.8042004740470169
hsa-miR-6516-3p	3.389782351282262e-05	0.4019405060532065	0.0012795113516044865	0.5967460847716763
hsa-miR-6516-5p	0.0014127415532303675	0.2630130103474988	6.772959872733684e-06	0.7355674751393981
hsa-miR-652-3p	0.0033908945267696446	0.14850844483009046	0.0005856511769879375	0.8475150094661519
hsa-miR-652-5p	8.181460490028643e-06	0.6973506027900537	0.00010822741609963084	0.3025329883333567
hsa-miR-6529-3p	4.760892664254693e-06	0.0007153078512491881	3.900241117910321e-07	0.9992795412319748
hsa-miR-6529-5p	4.602233863875036e-05	0.282352178807445	4.588277309104828e-05	0.7175559160808251
hsa-miR-653-3p	3.5464148754613524e-05	0.3917180849086834	0.00042542803459446775	0.6078210229079675
hsa-miR-653-5p	0.00022004408822999972	0.0760693735740164	4.736629401987553e-05	0.9236632160437337
hsa-miR-654-3p	3.43236752084797e-05	0.4091948431842443	9.694990761980835e-05	0.5906738832329274
hsa-miR-654-5p	7.757132049706669e-05	0.46106453188188623	0.0005471084543852175	0.5383107883432315
hsa-miR-655-3p	0.00039057425751376447	0.3271043160878111	0.00016995307461046963	0.6723351565800647
hsa-miR-655-5p	0.00017903134373014904	0.002530319614714845	0.0003349357251511572	0.996955713316404
hsa-miR-656-3p	4.688398332577475e-06	0.3436911041459794	9.957407400509295e-05	0.656204633381683
hsa-miR-656-5p	0.00010540763918420089	0.0029556013605504133	2.872674028124146e-05	0.9969102642599842
hsa-miR-657	3.547020688881805e-05	0.0013861924536822039	0.00011154868498052908	0.9984667886544484
hsa-miR-658	0.00013600646093682025	0.0008523739957552882	0.00034679380078919225	0.9986648257425188
hsa-miR-659-3p	1.7788067870171888e-06	0.0174476493377857	0.00020401115316826568	0.982346560702259
hsa-miR-659-5p	0.00048111347132230803	0.35319791006892304	0.0038419029410813456	0.6424790735186733
hsa-miR-660-3p	0.00019188398191076155	0.5133420058333638	0.0004537905054260788	0.48601231967929936
hsa-miR-660-5p	0.000954722497833393	0.5637909350326004	0.0019018768087970268	0.4333524656607691
hsa-miR-661	1.7585415905542745e-05	0.03613043977381718	0.00011321967253437388	0.9637387551377429
hsa-miR-663a	0.0003571099280550686	0.005462402263212147	1.4413681386418957e-05	0.9941660741273463
hsa-miR-663b	0.0003813915193979103	0.04819146551261686	0.00046373678147182857	0.9509634061865134
hsa-miR-664a-3p	7.30784776595564e-05	0.6531431382466095	3.343241317894577e-05	0.346750350862552
hsa-miR-664a-5p	0.0048048455576368415	0.45364612282266015	0.000691686818488783	0.5408573448012142
hsa-miR-664b-3p	6.068075276052412e-05	0.5573294966442528	0.00020981963500320646	0.44240000296798343
hsa-miR-664b-5p	0.0008067359540912803	0.4864489481573848	0.00029876784873280747	0.5124455480397911
hsa-miR-665	2.8710518759961235e-05	0.3808745257868318	0.00021125422688677247	0.6188855094675215
hsa-miR-668-3p	0.002920089846403964	0.055901774256223884	0.0008072421028490959	0.9403708937945231
hsa-miR-668-5p	0.00031003962187598383	0.0009749032401797292	0.0004792447526952614	0.998235812385249
hsa-miR-670-3p	1.3022352546064106e-05	0.004129104900104732	5.455636969841013e-05	0.9958033163776508
hsa-miR-670-5p	0.0003005196412215153	0.0009723092153436796	3.970752084784892e-06	0.9987232003913501
hsa-miR-671-3p	8.291017606517907e-05	0.5372060942204767	0.00046644317837555617	0.4622445524250825
hsa-miR-671-5p	9.397508017399603e-05	0.6212636819470405	0.0008465252531641821	0.3777958177196213
hsa-miR-6715a-3p	4.447151657230085e-08	0.0011968836453264751	4.0360425319282614e-05	0.9987627114578377
hsa-miR-6715b-3p	0.00014911281789355618	0.031178479046085967	2.3090705548726377e-06	0.9686700990654655
hsa-miR-6715b-5p	0.00036140174107326034	0.0007504709660285498	2.7587222193607526e-05	0.9988605400707046
hsa-miR-6716-3p	6.497298063888077e-05	0.0433609416040999	1.0806446979935493e-08	0.9565740746088143
hsa-miR-6716-5p	1.5877539466548168e-05	0.002395678058761851	0.0006705238932340284	0.9969179205085374
hsa-miR-6717-5p	6.600551609837517e-05	0.01408112302033188	2.168957118710282e-05	0.9858311818923826
hsa-miR-6718-5p	0.0006091819908109146	0.24095599624597713	8.417793459728111e-05	0.7583506438286147
hsa-miR-6719-3p	8.472997672338602e-06	0.001549973144703318	0.00012220843730102564	0.9983193454203232
hsa-miR-6720-3p	9.966153289999314e-05	0.002451974441156421	0.0002705435253309289	0.9971778205006127
hsa-miR-6720-5p	8.709709601449054e-05	0.0008219697893834376	1.0961505748637765e-05	0.9990799716088534
hsa-miR-6721-5p	0.001408297601631227	0.23237994175036283	8.090701139798624e-05	0.7661308536366079
hsa-miR-6722-3p	9.590997962379436e-07	0.0014122969029820793	0.00028865545931494103	0.9982980885379067
hsa-miR-6724-5p	2.3638421162320923e-05	0.5014693123975952	0.0019269066761314821	0.49658014250511107
hsa-miR-6726-3p	0.003502066810176086	0.1817906286960823	0.0004897053316062305	0.8142175991621353
hsa-miR-6726-5p	0.00013351417672774257	0.03572127352458757	0.0005267760077236116	0.9636184362909611
hsa-miR-6727-3p	9.179698178603283e-05	0.03792999631048955	0.0009940850160885856	0.9609841216916357
hsa-miR-6727-5p	0.00012386129118308718	0.010216948782193506	0.0005540342529108593	0.9891051556737126
hsa-miR-6728-3p	2.0963866710005103e-06	0.002905990445792147	0.00020434210205106992	0.9968875710654858
hsa-miR-6728-5p	1.0762105586649358e-06	0.0032565795179861066	5.853399571503043e-05	0.9966838102757402
hsa-miR-6729-3p	0.00023183580138821727	0.2945818072944577	0.003334676598970959	0.7018516803051831
hsa-miR-6729-5p	0.00025271907353774576	0.25614287788482093	9.777473821413703e-05	0.7435066283034273
hsa-miR-6730-3p	0.00011002720041624791	0.1790039309094998	0.0016873454819287769	0.8191986964081552
hsa-miR-6730-5p	0.0001548877488645606	0.08538755740703584	5.382601651899373e-05	0.9144037288275806
hsa-miR-6731-3p	0.00028841378999277856	0.09762850916784954	0.00035286636198730316	0.9017302106801705
hsa-miR-6731-5p	2.3305875100809487e-08	0.03466249169795362	2.0124282456535133e-06	0.9653354725679257
hsa-miR-6732-3p	7.720287356949248e-06	0.11147751075524706	0.0006405025107125665	0.8878742664466833
hsa-miR-6732-5p	3.168745865255404e-05	0.0017835106222898935	0.00028676821958527153	0.9978980336994723
hsa-miR-6733-3p	7.388310724530603e-06	0.16765985511392778	2.6046518043182484e-06	0.8323301519235433
hsa-miR-6733-5p	1.2491670419018279e-05	0.550788674252102	0.0002840407224335375	0.4489147933550454
hsa-miR-6734-3p	0.0022082181690622252	0.24860724072759277	0.0022108861611431422	0.7469736549422018
hsa-miR-6734-5p	0.003918839445090886	0.6958659924189653	0.0007341700107010797	0.2994809981252427
hsa-miR-6735-3p	0.0005448087251573677	0.24933729296578092	7.425512588865034e-07	0.7501171557578028
hsa-miR-6735-5p	0.003995365196878574	0.4277747934097152	0.0010884145491224875	0.5671414268442837
hsa-miR-6736-3p	0.0002408846918785471	0.07952405024160432	0.00021764025140493169	0.9200174248151123
hsa-miR-6736-5p	3.937691296842748e-06	0.06494524627652584	0.00041679942784291765	0.9346340166043344
hsa-miR-6737-3p	0.0007037659661029163	0.05180871574754101	6.726138668006296e-05	0.9474202568996761
hsa-miR-6737-5p	5.311135119178073e-05	0.0005128731713550807	3.8212763388309475e-06	0.9994301942011143
hsa-miR-6738-3p	0.0004713039048896326	0.2191657029627403	0.001110207688442102	0.779252785443928
hsa-miR-6738-5p	0.00027933711845212154	0.003052602029514524	0.0009045664201893871	0.995763494431844
hsa-miR-6739-3p	3.3506860265922063e-06	0.608573034064447	0.0012329725651340502	0.39019064268439235
hsa-miR-6739-5p	0.0009526840843816519	0.11185948512602864	0.0002689788659720016	0.8869188519236177
hsa-miR-6740-3p	7.923915259042049e-05	0.08513906552775755	1.3996496829969117e-08	0.9147816813231552
hsa-miR-6740-5p	1.610081260228928e-07	0.017702483644448964	0.0005145837581770755	0.981782771589248
hsa-miR-6741-3p	0.0010169015072242777	0.29546909873652205	2.9365497183432964e-05	0.7034846342590703
hsa-miR-6741-5p	0.0005026872632643273	0.5617299927643927	4.09063366882096e-06	0.43776322933867406
hsa-miR-6742-3p	6.179861771365514e-05	0.049261135269081914	1.1075573174645455e-05	0.9506659905400298
hsa-miR-6742-5p	3.859816584623771e-05	0.0409342732187159	0.0006422899473825736	0.9583848386680552
hsa-miR-6743-3p	0.00181105534390154	0.08893371248437058	0.0020375664611226216	0.9072176657106054
hsa-miR-6743-5p	0.00012968852221131242	0.0015195981131793284	0.0004580503295322568	0.9978926630350772
hsa-miR-6744-3p	0.0001729719886020827	0.0014987811822562347	0.00017666487686918746	0.9981515819522725
hsa-miR-6744-5p	9.765801748345567e-05	0.0008218356999294691	3.7705839899671386e-06	0.999076735698597
hsa-miR-6745	0.0004102025198585678	0.0015064814246502252	0.0002843189610870407	0.9977989970944042
hsa-miR-6746-3p	0.0002804508254065579	0.0633454460974439	0.0001908311718505238	0.9361832719052992
hsa-miR-6746-5p	7.354978688824791e-06	0.02395321200791931	6.803304677077633e-07	0.9760387526829242
hsa-miR-6747-3p	0.0004231318824272392	0.2677776085985339	1.3999399549647232e-05	0.7317852601194892
hsa-miR-6747-5p	1.9871624633397154e-05	0.0014764957541884434	0.00024844673172416974	0.998255185889454
hsa-miR-6748-3p	5.596431693536033e-05	0.3275684427583858	0.0006649624820103152	0.6717106304426685
hsa-miR-6748-5p	9.790767155904916e-06	0.0038572485849332414	2.5363342603989453e-05	0.9961075973053068
hsa-miR-6749-3p	0.005380199517104059	0.2828820519557985	0.0052071139066305	0.7065306346204668
hsa-miR-6749-5p	0.00033362087645702324	0.0006053970177580677	0.00026634756235665924	0.9987946345434282
hsa-miR-675-3p	0.00012151046966180053	0.013782781638107741	6.539590294436233e-05	0.986030311989286
hsa-miR-675-5p	0.00019722450444848886	0.005867636998559109	0.000784263584778911	0.9931508749122135
hsa-miR-6750-3p	0.005330309088000655	0.09223616764830916	0.0007870919928253973	0.9016464312708647
hsa-miR-6750-5p	0.004293432679210382	0.33092020051327165	0.0001456234144857947	0.6646407433930321
hsa-miR-6751-3p	6.747767767303221e-05	0.029390711783881616	0.0009705780277190737	0.9695712325107263
hsa-miR-6751-5p	6.042022371948215e-05	0.2103177575758843	1.1610945932773382e-05	0.7896102112544635
hsa-miR-6752-3p	0.00046878999863691996	0.013951422159553317	0.0013959587127828047	0.9841838291290269
hsa-miR-6752-5p	2.2786813795306546e-07	0.0064518589858906655	3.147778843498047e-05	0.9935164353575363
hsa-miR-6753-3p	0.0003470879405222777	0.33076648619504173	1.5324364064184996e-05	0.6688711015003718
hsa-miR-6753-5p	0.0001913269135337616	0.014053867779932703	0.000485411666289778	0.9852693936402437
hsa-miR-6754-3p	1.5091964946200628e-05	0.22481760020963254	2.631148247833188e-05	0.7751409963429429
hsa-miR-6754-5p	2.062397847196078e-05	0.029578589414279554	0.0002910131274070408	0.9701097734798414
hsa-miR-6755-3p	0.00010239469687759871	0.3114902931485631	0.0004056525679168377	0.6880016595866425
hsa-miR-6755-5p	0.00024820427808408275	0.05677674999143386	6.461395502324693e-05	0.9429104317754587
hsa-miR-6756-3p	2.3811385761474014e-07	0.000966586189810644	0.00017027836978565817	0.9988628973265461
hsa-miR-6756-5p	0.00013217604993251617	0.009516448833826414	3.3116093205287875e-05	0.9903182590230357
hsa-miR-6757-3p	0.0002763603184278397	0.006520238317517323	0.00031130432950625284	0.9928920970345486
hsa-miR-6757-5p	1.069959913911497e-05	0.0009207098685548333	5.1935335693445606e-05	0.9990166551966125
hsa-miR-6758-3p	4.7213302693908875e-05	0.4368427115643878	9.34544431095533e-05	0.5630166206898088
hsa-miR-6758-5p	0.00043199598576164203	0.0917343293876186	0.0007809579978135592	0.9070527166288063
hsa-miR-6759-3p	0.00011216309813618382	0.010259470991688328	9.439523786602931e-06	0.9896189263863889
hsa-miR-6759-5p	6.324206484550858e-06	0.009115375084120837	0.00017205296005108503	0.9907062477493435
hsa-miR-676-3p	0.0010403327513927956	0.06640333183616257	0.0001534555533054459	0.9324028798591392
hsa-miR-676-5p	0.0002602775974105278	0.018066296925461568	0.0018853771633196212	0.9797880483138083
hsa-miR-6760-3p	0.00013222329642283333	0.0005097066443463952	3.1804884505173927e-05	0.9993262651747257
hsa-miR-6760-5p	5.246197102729088e-05	0.002312101572435414	8.223131348651015e-05	0.9975532051430508
hsa-miR-6761-3p	3.3850992927210175e-05	0.017451994001707063	3.7149269634197606e-06	0.9825104400784023
hsa-miR-6761-5p	2.049432027723173e-05	0.01957008928797925	4.197435271224888e-06	0.9804052189564723
hsa-miR-6762-3p	0.0010339545575911771	0.10342591019637389	4.9104331309030005e-05	0.895491030914726
hsa-miR-6762-5p	0.000565951674497302	0.008874712738881447	1.9039049840950955e-05	0.9905402965367802
hsa-miR-6763-3p	0.00046139418739519166	0.017612768808844482	0.000846639340100295	0.98107919766366
hsa-miR-6763-5p	0.000173719969788809	0.01028138099172809	0.0008622191961682218	0.9886826798423148
hsa-miR-6764-3p	5.446673010236257e-05	0.1422543578117355	5.330856433245777e-05	0.8576378668938296
hsa-miR-6764-5p	7.679035563922932e-05	0.1805454052147238	0.0005775382526934037	0.8188002661769437
hsa-miR-6765-3p	2.2610287490164848e-05	0.019569449896311764	1.775382178119778e-09	0.9804079380408158
hsa-miR-6765-5p	0.000682561873515313	0.002403695757901039	0.00032807311519687815	0.9965856692533869
hsa-miR-6766-3p	0.000883621688656773	0.4350144706031489	0.004501393478912711	0.5596005142292817
hsa-miR-6766-5p	0.0018340641402928924	0.054606976255910024	1.7252818188565683e-05	0.9435417067856086
hsa-miR-6767-3p	3.770901968643001e-05	0.06937656683054923	0.00030731144186499213	0.9302784127078995
hsa-miR-6767-5p	0.0015361889077985021	0.05324177958440715	2.1208328205324425e-06	0.9452199106749738
hsa-miR-6768-3p	0.0006474954656313842	0.013255986189769257	7.601878403576191e-06	0.9860889164661958
hsa-miR-6768-5p	0.0010155541554597695	0.060773172637347724	1.3604072572357333e-05	0.9381976691346201
hsa-miR-6769a-3p	0.00047357135350311626	0.004661440958357402	0.00025414139995791026	0.9946108462881816
hsa-miR-6769a-5p	0.00016523645712824037	0.00047077777992760993	8.980093079818075e-05	0.9992741848321459
hsa-miR-6769b-3p	0.00036723967974469505	0.16940295405194347	0.0005564849561836261	0.8296733213121281
hsa-miR-6769b-5p	0.00020897973961720936	0.009200195001847837	0.00014068531670765325	0.9904501399418274
hsa-miR-6770-3p	8.008843456060623e-05	0.1090277316584522	0.00034561715009630804	0.8905465627568909
hsa-miR-6770-5p	4.636627675659843e-06	0.028105320911559428	0.00013744037652614496	0.9717526020842387
hsa-miR-6771-3p	1.133756163607899e-05	0.037162919479508214	5.360954995227784e-06	0.9628203820038604
hsa-miR-6771-5p	1.373043700967027e-06	0.00334978557594761	1.80187640555484e-07	0.9966486611927109
hsa-miR-6772-3p	6.865915893871533e-06	0.3809536115645048	8.098279299839434e-05	0.618958539726603
hsa-miR-6772-5p	1.4358857942582712e-05	0.018630008535570494	7.877225798101491e-05	0.9812768603485059
hsa-miR-6773-3p	1.0374617136901153e-05	0.001315132440083426	0.0001492352280213674	0.9985252577147583
hsa-miR-6773-5p	0.00013640532924054263	0.004681838688043738	0.00025156350415254415	0.9949301924785632
hsa-miR-6774-3p	0.000426094255907113	0.18593342946599928	8.284945185739431e-05	0.8135576268262362
hsa-miR-6774-5p	0.0005209422434952633	0.05139010410570831	0.0006201722544509102	0.9474687813963456
hsa-miR-6775-3p	0.0005067666599770801	0.48287955830958545	0.00013730244588669845	0.5164763725845507
hsa-miR-6775-5p	1.0701839152506281e-05	0.0037367498481720714	0.00017198476451709088	0.9960805635481583
hsa-miR-6776-3p	2.6910989658389067e-07	0.002264430117839581	0.0001909723595419204	0.9975443284127219
hsa-miR-6776-5p	0.0004588638583415808	0.00032519683456556193	7.761996535870578e-05	0.9991383193417342
hsa-miR-6777-3p	0.00022221459598171305	0.18429994732631225	0.0003021739128953993	0.8151756641648106
hsa-miR-6777-5p	6.880221359213668e-05	0.004134683673065406	1.8931798388445113e-08	0.9957964951815441
hsa-miR-6778-3p	3.6425869351831535e-05	0.03993569090595063	6.352722841504175e-05	0.9599643559962825
hsa-miR-6778-5p	9.720025998282951e-05	0.0017879395575425398	0.00039258494550862535	0.997722275236966
hsa-miR-6779-3p	0.0002638343379641627	0.06200716735139024	7.087005747311447e-05	0.9376581282531725
hsa-miR-6779-5p	1.8427633366453575e-05	0.017818342786245375	0.00015129049542549845	0.9820119390849626
hsa-miR-6780a-3p	0.004588851161184913	0.35504980659762675	0.0005265157621659655	0.6398348264790223
hsa-miR-6780a-5p	0.005969635124512731	0.41351725283503177	0.0012051957655011408	0.5793079162749544
hsa-miR-6780b-3p	0.0017768675890649306	0.07668900027535203	0.0019093350242547708	0.9196247971113283
hsa-miR-6780b-5p	0.0009080149275282099	0.008689248127352488	0.0005344235647293682	0.9898683133803899
hsa-miR-6781-3p	5.625626834358335e-05	0.09037741987222912	0.00016412810348207606	0.9094021957559453
hsa-miR-6781-5p	0.0023322049841546393	0.32361130793602644	0.0006504107829080867	0.6734060762969108
hsa-miR-6782-3p	0.0012906341221761398	0.07557066035813503	0.001848942843632328	0.9212897626760566
hsa-miR-6782-5p	1.4237706553234156e-05	0.1340863559467596	0.0015448400600568304	0.8643545662866303
hsa-miR-6783-3p	0.0003752598557380392	0.6460389049984352	0.0015070632745251354	0.3520787718713016
hsa-miR-6783-5p	0.00020023230592094158	0.06161017343477223	1.093257460476509e-05	0.9381786616847021
hsa-miR-6784-3p	2.6752162427413614e-06	0.004475187778931972	1.0338132522580683e-07	0.9955220336235001
hsa-miR-6784-5p	1.168745304721073e-05	0.003203858402220773	7.708637890687835e-07	0.9967836832809429
hsa-miR-6785-3p	0.00022851061599280057	0.009398830512370582	0.00023351818652873026	0.990139140685108
hsa-miR-6785-5p	0.0002975130077662939	0.24390044232696323	1.7927151377158838e-05	0.7557841175138933
hsa-miR-6786-3p	0.0012609942787736737	0.35909632278490855	0.0010106227850337252	0.6386320601512839
hsa-miR-6786-5p	3.313052882154621e-05	0.0012149718329734888	0.00016589089596529078	0.9985860067422397
hsa-miR-6787-3p	6.737283504427696e-05	0.23181056415290355	0.000788577273899502	0.7673334857381526
hsa-miR-6787-5p	3.646618131475046e-05	0.005911753247980076	3.500373007622721e-06	0.9940482801976975
hsa-miR-6788-3p	0.0005355358166966947	0.010339807074328513	0.00047635350840710016	0.9886483036005675
hsa-miR-6788-5p	0.00012832315987769134	0.001373752125346077	8.080001281228353e-05	0.998417124701964
hsa-miR-6789-3p	1.5153887671827973e-06	0.3460214698753124	0.0006133683241276258	0.6533636464117927
hsa-miR-6789-5p	0.0001609909288117869	0.002368010344755817	6.074599993090859e-05	0.9974102527265015
hsa-miR-6790-3p	0.0015361594382552364	0.1478665396033852	0.00019033004345629277	0.8504069709149032
hsa-miR-6790-5p	0.00021832246341292236	0.0017305528781970426	0.000291682822711613	0.9977594418356784
hsa-miR-6791-3p	0.001488260258116458	0.36655125661961707	0.000503081876815927	0.6314574012454506
hsa-miR-6791-5p	0.0002232192423750137	0.013485104824466285	7.459989013863223e-05	0.9862170760430201
hsa-miR-6792-3p	5.243978550433324e-09	0.00034245321164211854	9.00627164369327e-05	0.9995674788279424
hsa-miR-6792-5p	6.500646479082857e-07	0.00518434444934663	0.00016591286506792736	0.9946490926209375
hsa-miR-6793-3p	0.00024976031238076955	0.3101495599843429	0.00251331201129765	0.6870873676919786
hsa-miR-6793-5p	0.0007950530847993261	0.0900440227764254	0.00011184036457610605	0.9090490837741991
hsa-miR-6794-3p	3.07153390866148e-05	0.050429203486723535	0.002614739781473289	0.9469253413927166
hsa-miR-6794-5p	7.514135184847092e-05	0.003193378366094339	1.4339384165460245e-06	0.9967300463436407
hsa-miR-6795-3p	0.000487889127439203	0.0016082926259781002	5.229595761304756e-05	0.9978515222889696
hsa-miR-6795-5p	0.0001581809055377804	0.0019535063091917055	2.4471326762350633e-06	0.9978858656525943
hsa-miR-6796-3p	0.00024045314216004004	0.014191301439355363	0.0006211949756861732	0.9849470504427984
hsa-miR-6796-5p	0.00032556791495652333	0.05351690009868131	0.0007420776676864489	0.9454154543186757
hsa-miR-6797-3p	0.0002805051919219796	0.02944277348028226	0.0022988137428880786	0.9679779075849076
hsa-miR-6797-5p	8.522656242495544e-05	0.004004738354141354	1.462723749101341e-06	0.9959085723596847
hsa-miR-6798-3p	0.003404028863478934	0.0805441720275451	0.0015977384003411459	0.9144540607086348
hsa-miR-6798-5p	0.00026389634079073467	0.006126688271066543	0.00035400315288135675	0.9932554122352614
hsa-miR-6799-3p	0.00092497068077366	0.10535993839658052	0.0012497370433563852	0.8924653538792894
hsa-miR-6799-5p	0.0038181951795625483	0.0069537655527065895	0.001257881728354654	0.9879701575393762
hsa-miR-6800-3p	4.078455775440484e-05	0.036935516582583046	0.0020674282106398316	0.9609562706490227
hsa-miR-6800-5p	0.0002082844604915875	0.01994458721800128	4.608435433643868e-07	0.9798466674779637
hsa-miR-6801-3p	4.135834285044039e-06	0.028382506468447345	9.363323858310243e-05	0.9715197244586844
hsa-miR-6801-5p	0.0005034076224367078	0.0457253615569418	3.2415135956794014e-05	0.9537388156846647
hsa-miR-6802-3p	0.0009020601795583655	0.3438234445619319	0.002665192252011642	0.6526093030064981
